,superkingdom,phylum,class,order,family,genus,species,tax_id,barcode01,barcode02,barcode03,barcode04,barcode05,barcode06,barcode07,barcode08,barcode09,barcode10,barcode11,barcode12,barcode13,barcode14,barcode15,barcode16,barcode17,barcode18,barcode19,barcode20,barcode21,barcode22,barcode23,barcode24,barcode25,barcode26,barcode27,barcode28,barcode29,barcode30,barcode31,barcode32,barcode33,barcode34,barcode35,barcode36,barcode37,barcode38,barcode39,barcode40,barcode41,barcode42,barcode43,barcode44,barcode45,barcode46,barcode47,barcode48,barcode49,barcode50,barcode51,barcode52,barcode53,barcode54,barcode55,barcode56,barcode57,barcode58,barcode59,barcode60,barcode61,barcode62,barcode63,barcode64,barcode65,barcode66,barcode67,barcode68,barcode69,barcode70,barcode71,barcode72,barcode73,barcode74,barcode75,barcode76,barcode77,barcode78,barcode79,barcode80,barcode92,barcode93,barcode95,barcode96
0,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Oxalobacteraceae,Herbaspirillum,Herbaspirillum seropedicae,964,0.0032536709324118,0.0027345422088739,0.0015783363439099,0.0030435985498324,0.0020619047060194,0.0023188931386238,0.0030324276283854,0.0030115237454144,0.0019314221935654,0.003320715476891,0.0015813758496956,0.0054296324017445,0.0027568403141689,0.0026389065652381,0.002381345668941,0.0031630515143884,0.0022228428799946,0.001570993704431,0.0031969752447087,0.0031839325179793,0.0030145317295558,0.0027232084472849,0.0026367814883847,0.0025390721573123,0.0032145367786033,0.0023047015251424,0.0020562967515281,0.0033162560184319,0.0029949992599755,0.0025103138007754,0.0020844027421248,0.0029104020804822,0.0024467661129068,0.0025384283174129,0.0020623061287554,0.0023751201441324,0.0035892194748195,0.0017394187684314,0.0022277896592874,0.0019218618533365,0.0029870541384693,0.0025344866370118,0.0019402382690643,0.0026536100265046,0.0025072985565856,0.0018406467442512,0.0020529322703707,0.0015236614079807,0.0034677423657121,0.0021677443001313,0.0027277849851456,0.0018570275778544,0.0020392845509163,0.0024543800003393,0.0018206751042133,0.0019328954666505,0.0040270928411598,0.0029204279168957,0.002083092381282,0.0018803811465316,0.0024966731977287,0.0028811027140291,0.0021373129102857,0.0025506870261869,0.0016982702950918,0.0020785345816196,0.0030827067453897,0.0026364099956776,0.0011664138289843,0.0029679527199936,0.0022439222200184,0.002061374495173,0.0021187367607177,0.0015600924342599,0.0021028666177256,0.0019435364159806,0.0018000211195441,0.0014177541330924,0.001832047314941,0.0015828418788836,,,0.0009710940686732,
1,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Oxalobacteraceae,Noviherbaspirillum,Noviherbaspirillum soli,1064518,0.0013702190828754,0.0014008461175194,,0.0015083954912869,0.0011101248182311,0.0011080480407518,0.0009032707094614,,,0.0008337084655424,0.0010717213527786,0.0020064438767355,0.0010295377771505,,0.0010699291893686,0.0009175231371097,0.0009932912942549,0.0004815468723799,0.001174520666217,0.0005648615685114,0.0016282433546575,0.0013764436936502,0.0014290898826952,0.000751884192437,,0.0008546004038775,0.0012409624543908,0.0008529429399193,0.0009393024832516,0.0008476629075494,0.0010669794813287,,0.0013301848333823,0.0007818599059241,0.0010441115947986,0.0011207592257848,0.001030814215391,0.0006880306460964,0.001189249350883,0.0007030130969298,0.0015471517416881,0.0011255301350682,0.0009942214689161,0.0007486815210774,0.0013026453897639,,0.0007047389906489,0.0007480080814832,,0.0005412079014146,0.0013378670659113,,0.0008136508239136,0.0009119384762897,0.0005255849351772,0.0006595788682101,0.0015749478049531,0.0006516615156552,0.0008379321629765,0.0009748659340401,,0.0012012222414854,0.0008916178415822,0.0013767170925239,0.0008254979044524,0.0011662371325413,0.0014658076487435,0.0014602306551904,0.0005127198748624,0.0009799389501803,0.0009079480750533,0.0005738497639312,0.0010325189966856,0.0007133673655353,,0.000729630186312,,0.0007876986293478,0.0008355507578342,0.000861800468553,,,0.0007702751355601,
2,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Oxalobacteraceae,Noviherbaspirillum,Noviherbaspirillum massiliense,1465823,0.001034083331471,0.0012772491060295,0.0017089301697714,0.0014158579086365,0.0032402518755048,0.0009484066122261,0.0011470062899527,0.000960426083364,0.0015092222549097,0.0016151687964591,0.0041847095483578,0.0016575347884085,0.0010643148911686,0.0013789277018762,0.001395816569218,0.000849645126372,0.00088022293548,0.0008105612531209,0.0013158255675181,0.0008889669297076,0.00178598039187,0.0015403291251439,0.000930327219869,0.0015844905884316,0.0011913764882048,0.0048737463786513,0.0010455527701972,0.0011226514297693,0.0012367230037393,0.0008597958333223,0.0009279770247797,,0.0013492820204871,0.0008310415867633,0.0011419481864899,0.0011970791668407,0.0011590350978133,0.0015094849450081,0.0011100443580767,0.0013656090577069,0.0018077922112494,0.0012609165168146,0.0007081519015573,0.0009685541389051,0.0011753562574112,0.000887684751332,0.0011543732072217,0.0009238472701069,0.0016695264325639,0.0010184656180296,0.0016960533024845,0.000793740985116,0.0010027520611575,0.0010952703248987,0.0008311527108051,0.0009328984285612,0.0013334763432374,0.001080276060949,0.0009136478328574,0.0013384627410922,0.0017839442134876,0.001346953988407,0.0014688844150498,0.0015158362081989,0.0015408446961737,0.0020321068378343,0.0017777779666343,0.0013620175983698,0.0008381683979259,0.0011277444633632,0.0010964476986972,0.0010034178864459,0.000892723542592,0.0009519683285078,0.0015220953724513,0.0007546274747243,0.001285146062432,0.0015117017896109,0.0014596574241339,0.0012335346166459,,,0.0014327681312274,
3,Bacteria,Acidobacteria,Vicinamibacteria,,Vicinamibacteraceae,Vicinamibacter,Vicinamibacter silvestris,1612172,0.07221202544494,0.1005794753804593,0.0373146190428071,0.0980439410639716,0.072308776000416,0.0637774376046579,0.0696894978908042,0.0812292813291345,0.0977391021849099,0.0806230004568576,0.0141440390569498,0.082570854991727,0.1066033680415988,0.1438351545832426,0.1536501481784767,0.1198446033081177,0.1387036533853218,0.1557218854510742,0.0707904233184875,0.0831091527782261,0.0739825285123026,0.0729086143292211,0.067060756963855,0.090979468598892,0.1017201014926458,0.0935712988404108,0.1355729758227608,0.1220370118447712,0.1219278603100398,0.1168076206496239,0.1169506402445287,0.1250312045003578,0.0965898388373753,0.1039647696962571,0.1141020183783835,0.0967017032652617,0.1026274872957142,0.1230623457727449,0.1127297292477443,0.1473319028695909,0.136077089942339,0.1222961160673812,0.0981737703190509,0.1213042634277152,0.1382198566090971,0.1053508725289767,0.1280126787010035,0.0950054050201347,0.1067831380478735,0.1599964798282367,0.1411478870246413,0.1700043333056199,0.1182768995814136,0.0912371621412116,0.0679402441043216,0.0983555145856405,0.105038054949993,0.1150057644030582,0.1151316989523805,0.0754416398883143,0.1399820559266495,0.1322323603690776,0.1295324076178893,0.1473725773945658,0.1370486340185814,0.0952435935890291,0.1314239446181742,0.1106012637173408,0.1321001894748927,0.0957793858637811,0.113487296347761,0.1157589970265942,0.1197518073658087,0.1279559456240681,0.1616011964745258,0.1329736423784696,0.1409848569123881,0.1682568614818591,0.1170936566734979,0.1674760720247446,,,0.041814179448643,
4,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus oryzisoli,1737571,0.0029327114200833,0.001886042892915,0.0014711279144013,0.0021137418574642,0.0021498424248412,0.0020440564384964,0.0025976506948868,0.0032706362529176,0.0023964795178441,0.0027834715233227,0.0029056936775661,0.0025492014206486,0.0027222371204757,0.0018659625659181,0.0021145775558867,0.0018271495846339,0.0020710237112288,0.0027070168015265,0.002744703673269,0.0030586539955195,0.0037677764178166,0.002097841509593,0.0027517245208701,0.0024276499141537,0.0018248071853008,0.0028447909196333,0.0018687778269311,0.0018427777869011,0.0023835597700052,0.0012541000972749,0.0019230305419117,0.0026432938927504,0.0017862252750872,0.001907489150486,0.0019094389528675,0.0022160603070683,0.0023557814606067,0.0025999232643311,0.001173049339349,0.0019730219913758,0.0021950767207161,0.0025486501505362,0.0019877517265102,0.0019782218056502,0.0020994375656399,0.0029210734611614,0.0029382113977611,0.0018975475619929,0.0025015527685267,0.0019237500437026,0.0025184346743742,0.0015706266195747,0.0024962295394158,0.0022756431141518,0.0026486493480569,0.0023656334026595,0.0030116222157287,0.0020452682801428,0.0019747005820344,0.0024349645429921,0.0028792227955238,0.0023617393182454,0.0012210542600138,0.0019525925820869,0.0024800776562985,0.0014448550571898,0.0019831166797011,0.0016280234826028,0.002096897877096,0.0013802253446929,0.0011745963601027,0.0020901412613132,0.0019277640965604,0.0012689778809333,0.0019541769442568,0.0011392517015775,0.0012241730987618,0.0016074021421274,0.0012663208163776,0.0012579331592238,,,0.0348368885448694,
5,Bacteria,Actinobacteria,Acidimicrobiia,Acidimicrobiales,Iamiaceae,Aquihabitans,Aquihabitans daechungensis,1052257,0.0023681344670048,0.0017476000661517,0.0017637501544345,0.0020419226948077,0.0018079323082971,0.0021136085725537,0.002473193366223,0.0023112264201111,0.0027113306219142,0.0024822422273487,0.0004634884699439,0.002500857011992,0.0024736522505444,0.0026723574844787,0.002400034266776,0.0020523554831912,0.0019922785669204,0.0016351887459229,0.0019954361266246,0.0020149831512014,0.0021521295769259,0.0026007985644824,0.0026633167393706,0.0015017308193427,0.0028240170985467,0.0010270676532285,0.0016994428256219,0.001460526521132,0.0017845677356019,0.0025594428229342,0.0018736180919157,0.0025898875407305,0.0023347174883082,0.0021433288236145,0.0023829149637417,0.0017587968660113,0.002331165554256,0.0015775497162909,0.0016548738048944,0.0017822140738257,0.0019973367858671,0.0023427309573913,0.0015423349940742,0.0020018375625371,0.0027140712648084,0.002586517229699,0.0017927650513323,0.0021485395692893,0.0028246808738457,0.0016347032325342,0.0022859817869324,0.0019037434099055,0.0018650385681799,0.0015937867443038,0.0015589129933459,0.0015642380793571,0.0023162554939633,0.0020292558382877,0.0015053618881712,0.0012861973783206,0.0021455498488843,0.0024314358211175,0.0014616288849873,0.0019011017833692,0.001757367481057,0.0020170096672075,0.0021539959947927,0.0017802006689284,0.0022744492667784,0.002370290650549,0.0020383157391415,0.0022728056601132,0.0024973980061068,0.0018265529666526,0.002333351816761,0.0022719465986847,0.0022403908105977,0.0014654979265711,0.0018214520295009,0.0023433262031189,,,0.0005873245071697,
6,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,,Thiobacter,Thiobacter subterraneus,279810,0.0013915411614071,0.0007050148357586,,0.0007826847881449,0.0007753398740121,,0.0006671698066918,0.0004873315089191,,0.001405026752197,,,0.0009693239931283,0.0011208830836948,,0.0005009764670442,0.0010873706950261,0.0007034637566235,0.0009141895285467,0.0006085601244048,,0.0009146942925531,0.0006240914362497,,,,0.0013187657405179,0.0005903630898858,0.0007245897370587,0.0007344974327354,0.0008057721975095,,,,0.0008614653392337,0.0006578511968671,,,,,,,,,,,0.0006157885286405,0.0008096644232092,,0.0007962679210978,0.000750076777642,0.0009412585936508,,,,0.0007253252096068,0.001608068212962,0.0007053846256785,,0.0008051638100385,,0.0012043136586824,0.0004807133581211,,0.0007752899993082,0.0007106634835794,0.0009782816405343,0.0010932800610084,0.0004871700110763,,,0.0006025460017464,0.0009029603967743,0.0006726703033044,,0.0011387123971734,,,0.000630037017491,0.0010188552750066,,,0.0009490605468905,
7,Bacteria,Proteobacteria,Betaproteobacteria,Nitrosomonadales,Sterolibacteriaceae,,Sterolibacteriaceae bacterium M52,2496847,0.0009483619106386,0.0006982352986396,,0.0005953556663763,0.000550608325512,0.0004526675961839,0.0005080480836636,0.0006503932652554,0.0012039911734783,0.0005287950014448,0.0005192832815393,0.0005659877504411,0.0007166593054133,0.0006776765697776,,0.0005878810803657,0.0006237964503023,0.0007886047814252,0.0005679983067719,0.0005368302437472,,0.0003850089390077,0.0006309309500414,0.0006561048583889,0.0008667994980936,0.0004669326384194,0.0004372807074243,0.0003840158320504,0.0004773713629187,0.0006784784525692,0.0005878573986621,0.0011668786611726,,0.0011419147117183,0.0006178653719106,0.0004286355483211,0.0005628288687984,0.0006670191421383,,0.0004746341550509,0.0007827687988608,,0.0006220354347184,0.0007773832272578,0.0009695004179818,0.000952870512888,0.0006886907987511,0.0008032200542669,,0.0004750885843462,,0.0005438887569509,0.0008981835483028,,0.0005326682270676,0.0007847914570939,,0.0011186852827505,0.000433865098576,0.0008219646236386,,0.0008976556743834,0.0006125405135847,0.0006746405755066,0.0007229721752565,0.0003977265296386,0.0005522387277676,0.0004136734577945,0.0005892997116984,,0.0007033870451444,0.0003608059479173,0.0007003173644474,0.0007316638282975,0.0007342800736956,0.0004991419612936,0.0008735613860118,0.0006458782252543,0.0004683976583789,0.0007925099062955,,,0.001006413890253,
8,Bacteria,Proteobacteria,Betaproteobacteria,Nitrosomonadales,Sterolibacteriaceae,Georgfuchsia,Georgfuchsia toluolica,424218,0.0020899043259329,0.0018507810138326,0.0016375506227712,0.0025418761735645,0.0023978250117506,0.0019273817674065,0.0019284079782129,0.0022748220364734,0.0032659762039193,0.0027109784287667,0.0010042747020843,0.003348766313515,0.002143111241946,0.0032284731188073,0.0029267202724861,0.0027096650885895,0.0029027447882615,0.0026374081617372,0.0022521102601164,0.0018775798126684,0.0031270307165143,0.0025677486422422,0.0024717880790977,0.0028720421815074,0.0029652285470295,0.0020426051325674,0.003289223445765,0.0023536281176634,0.0030036997325438,0.0029128352052306,0.0023546684727722,0.0029845734325108,0.0028189583273453,0.0028446593174794,0.0031718399390568,0.0016959504836921,0.0034635289069835,0.0022144205465077,0.0020861430910562,0.0024432456308238,0.0030632979826734,0.0029370356636319,0.0018945046984485,0.0027102238670626,0.00296033410452,0.0026049806707616,0.0022007505456808,0.003250754190643,0.0035520076797621,0.003054306525889,0.0028501893067265,0.0030924898556663,0.0021618291131114,0.0028879903895281,0.0016309448593756,0.002499280281006,0.0028598240021398,0.0030454751047346,0.0024783403003264,0.0025704513166786,0.0027045812362719,0.0034690184494303,0.0023118824981587,0.0029096218693127,0.0027263839401736,0.0020393710956539,0.0028591195333046,0.0020781172717852,0.0030239159990598,0.0023508238545841,0.0025329579101895,0.0022831034211893,0.0032837887979543,0.0025044326902741,0.0028928819503044,0.0027197258885508,0.0029133577327803,0.0030204996937271,0.001837153869961,0.0040335629116746,,,0.0014503184748784,
9,Bacteria,Planctomycetes,,,,,Planctomycetes bacterium Pan265,2527982,0.0011231603408245,0.0022974707044264,0.0006498027384543,0.0015635654778513,0.0009977745973201,0.0014742057193967,0.0012796311956136,0.0013379390872822,0.0014498283098048,0.0008916323731138,0.000407792553539,0.0010795142042606,0.0014287320501403,0.0030365871727201,0.0021967221034869,0.002043046782409,0.001785050732001,0.0028152752628651,0.0021509243800004,0.0015790500860493,0.0016166085254829,0.0019327112176895,0.001890643463315,0.0014289602612955,0.0025878131272747,0.0013103967435248,0.0027600928970336,0.0021029441287698,0.0030653909290966,0.002245162484955,0.0025000584125797,0.0021703992568492,0.0016313661847298,0.0013527095069715,0.0017427181602836,0.0015576843398276,0.0020928805976708,0.0019033242542578,0.0017087582372115,0.0019706665742938,0.0025450669683441,0.0022246901641231,0.0016783283618415,0.0027652886100369,0.0022365593678796,0.0019266448029019,0.0019517205957937,0.0010944184658237,0.0018237082066869,0.0022380978503613,0.0029142752169029,0.0023687670675322,0.0022860875244938,0.0021298681390934,0.0021818571176457,0.0017052721330037,0.0020647906579424,0.0028298859603714,0.0020397986246361,0.0015682295091791,0.0033488566793992,0.0031254361139479,0.0016911856814935,0.0023134759977701,0.0024133330940163,0.0020586191811842,0.0024699276481799,0.0016770571293156,0.0019545028556973,0.0017773419544632,0.0010994532493072,0.0017819901334507,0.0017212145153001,0.0013904783915109,0.0021525628893029,0.001659990601399,0.0024212960803504,0.0017138467338728,0.001490576922513,0.0020619081560522,,,,
